74211823	18	10247	true	2016-08-10T09:20:31Z	2016-08-10T09:20:31Z	23	patterns/conversion.md
74212537	18	10247	true	2016-08-10T09:25:49Z	2016-08-10T09:25:50Z	41	patterns/disposer.md
74213100	18	10247	true	2016-08-10T09:29:35Z	2016-08-10T09:29:35Z	10	patterns/disposer.md
74213333	18	10247	true	2016-08-10T09:31:21Z	2016-08-10T09:31:21Z	22	patterns/explicit-construction.md
74266008	18	45469	true	2016-08-10T15:21:09Z	2016-08-10T15:21:09Z	10	patterns/conversion.md
233847023	26	4483844	false	2016-07-20T06:10:07Z	2016-07-20T06:10:07Z	65	
233848140	26	4483844	false	2016-07-20T06:15:00Z	2016-07-20T06:15:00Z	72	
237387972	4	4811753	false	2016-08-03T21:58:41Z	2016-08-03T21:58:41Z	23	
237389707	4	45469	false	2016-08-03T22:05:37Z	2016-08-03T22:05:37Z	26	
237389828	4	2294695	false	2016-08-03T22:06:02Z	2016-08-03T22:06:02Z	40	
237390960	4	2294695	false	2016-08-03T22:10:35Z	2016-08-03T22:10:35Z	36	
237647572	4	444344	false	2016-08-04T18:50:17Z	2016-08-04T18:50:17Z	2	
237648467	4	439929	false	2016-08-04T18:53:26Z	2016-08-04T18:53:26Z	51	
237694965	4	189835	false	2016-08-04T21:52:26Z	2016-08-04T21:52:26Z	46	
238003954	29	696611	false	2016-08-06T03:48:35Z	2016-08-06T03:48:35Z	2	
238589745	29	1315533	false	2016-08-09T15:26:32Z	2016-08-09T15:26:32Z	11	
238590825	29	246143	false	2016-08-09T15:29:54Z	2016-08-09T15:29:54Z	23	
238605957	29	696611	false	2016-08-09T16:17:40Z	2016-08-09T16:17:40Z	7	
238616192	29	1315533	false	2016-08-09T16:51:27Z	2016-08-09T16:51:27Z	4	
238809336	20	559321	false	2016-08-10T09:10:03Z	2016-08-10T09:10:03Z	10	
238873418	20	1315533	false	2016-08-10T13:53:45Z	2016-08-10T13:53:45Z	2	
239150326	20	10247	false	2016-08-11T12:45:49Z	2016-08-11T12:45:49Z	22	
239180833	20	4421720	false	2016-08-11T14:39:19Z	2016-08-11T14:39:19Z	16	
245342146	9	565765	false	2016-09-07T16:40:22Z	2016-09-07T16:40:22Z	10	
245492329	9	289174	false	2016-09-08T04:44:45Z	2016-09-08T04:44:45Z	30	
245592153	9	1127384	false	2016-09-08T13:11:20Z	2016-09-08T13:11:20Z	615	
245726616	9	289174	false	2016-09-08T20:18:38Z	2016-09-08T20:18:38Z	188	
245732008	9	1127384	false	2016-09-08T20:36:14Z	2016-09-08T20:36:14Z	74	
245773966	9	289174	false	2016-09-08T23:29:23Z	2016-09-08T23:29:23Z	513	
245775719	9	205482	false	2016-09-08T23:39:09Z	2016-09-08T23:39:09Z	123	
245810042	9	1127384	false	2016-09-09T03:34:28Z	2016-09-09T03:34:28Z	147	
245816270	9	205482	false	2016-09-09T04:25:45Z	2016-09-09T04:25:45Z	65	
246026201	26	291301	false	2016-09-09T20:12:02Z	2016-09-09T20:12:02Z	4	
246028729	5	291301	false	2016-09-09T20:22:09Z	2016-09-09T20:22:09Z	2	
246032501	26	3674950	false	2016-09-09T20:36:47Z	2016-09-09T20:36:47Z	134	
246051611	26	45469	false	2016-09-09T21:55:35Z	2016-09-09T21:55:35Z	21	
246172860	26	1315533	false	2016-09-11T10:20:51Z	2016-09-11T10:20:51Z	100	
246174392	26	905772	false	2016-09-11T10:59:50Z	2016-09-11T10:59:50Z	41	
246174452	26	905772	false	2016-09-11T11:01:03Z	2016-09-11T11:01:03Z	30	
246174525	26	1315533	false	2016-09-11T11:02:56Z	2016-09-11T11:02:56Z	69	
246175707	26	3674950	false	2016-09-11T11:34:40Z	2016-09-11T11:34:40Z	74	
246179348	26	1315533	false	2016-09-11T13:07:32Z	2016-09-11T13:07:32Z	35	
246400467	26	676289	false	2016-09-12T16:13:57Z	2016-09-12T16:13:57Z	153	
246436824	26	3674950	false	2016-09-12T18:05:04Z	2016-09-12T18:05:04Z	94	
